"base image","thumbnail","small image","SKU","Цвет","Материал верха","Подкладка","analpa_razmer","Стелька","Сегмент","Сезон","год","Марка","Тип","status"
"/ss-2015/keddo/857507-01-01W.jpg","/ss-2015/keddo/857507-01-01W.jpg","/ss-2015/keddo/857507-01-01W.jpg","857507/01-01W","черный/белый","резина/текстиль","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","сапоги",1
"/ss-2015/keddo/857507-01-03W.jpg","/ss-2015/keddo/857507-01-03W.jpg","/ss-2015/keddo/857507-01-03W.jpg","857507/01-03W","белый","резина","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","сапоги",1
"/ss-2015/keddo/857508-01-02W.jpg","/ss-2015/keddo/857508-01-02W.jpg","/ss-2015/keddo/857508-01-02W.jpg","857508/01-02W","черный","резина","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857508-01-03W.jpg","/ss-2015/keddo/857508-01-03W.jpg","/ss-2015/keddo/857508-01-03W.jpg","857508/01-03W","бежевый/черный","резина","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857509-02-01W.jpg","/ss-2015/keddo/857509-02-01W.jpg","/ss-2015/keddo/857509-02-01W.jpg","857509/02-01W","белый","ПВХ","без подкладки","36-40(1-2-2-2-1)","байка","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857509-01-01W.jpg","/ss-2015/keddo/857509-01-01W.jpg","/ss-2015/keddo/857509-01-01W.jpg","857509/01-01W","черный","ПВХ","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857510-01-15W.jpg","/ss-2015/keddo/857510-01-15W.jpg","/ss-2015/keddo/857510-01-15W.jpg","857510/01-15W","серый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857510-01-19W.jpg","/ss-2015/keddo/857510-01-19W.jpg","/ss-2015/keddo/857510-01-19W.jpg","857510/01-19W","коричневый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857510-01-22W.jpg","/ss-2015/keddo/857510-01-22W.jpg","/ss-2015/keddo/857510-01-22W.jpg","857510/01-22W","черный/розовый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857510-01-23W.jpg","/ss-2015/keddo/857510-01-23W.jpg","/ss-2015/keddo/857510-01-23W.jpg","857510/01-23W","черный","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857510-01-30W.jpg","/ss-2015/keddo/857510-01-30W.jpg","/ss-2015/keddo/857510-01-30W.jpg","857510/01-30W","синий","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857510-01-32W.jpg","/ss-2015/keddo/857510-01-32W.jpg","/ss-2015/keddo/857510-01-32W.jpg","857510/01-32W","оранжевый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857510-01-33W.jpg","/ss-2015/keddo/857510-01-33W.jpg","/ss-2015/keddo/857510-01-33W.jpg","857510/01-33W","черный/желтый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857510-01-37W.jpg","/ss-2015/keddo/857510-01-37W.jpg","/ss-2015/keddo/857510-01-37W.jpg","857510/01-37W","белый/голубой","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857510-02-19W.jpg","/ss-2015/keddo/857510-02-19W.jpg","/ss-2015/keddo/857510-02-19W.jpg","857510/02-19W","коричневый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857510-02-20W.jpg","/ss-2015/keddo/857510-02-20W.jpg","/ss-2015/keddo/857510-02-20W.jpg","857510/02-20W","черный","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857510-02-22W.jpg","/ss-2015/keddo/857510-02-22W.jpg","/ss-2015/keddo/857510-02-22W.jpg","857510/02-22W","черный","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857510-02-23W.jpg","/ss-2015/keddo/857510-02-23W.jpg","/ss-2015/keddo/857510-02-23W.jpg","857510/02-23W","черный","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857510-02-29W.jpg","/ss-2015/keddo/857510-02-29W.jpg","/ss-2015/keddo/857510-02-29W.jpg","857510/02-29W","красный","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857510-02-30W.jpg","/ss-2015/keddo/857510-02-30W.jpg","/ss-2015/keddo/857510-02-30W.jpg","857510/02-30W","синий","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857510-03-05W.jpg","/ss-2015/keddo/857510-03-05W.jpg","/ss-2015/keddo/857510-03-05W.jpg","857510/03-05W","фиолетовый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857510-05-01W.jpg","/ss-2015/keddo/857510-05-01W.jpg","/ss-2015/keddo/857510-05-01W.jpg","857510/05-01W","черный/белый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857510-05-02W.jpg","/ss-2015/keddo/857510-05-02W.jpg","/ss-2015/keddo/857510-05-02W.jpg","857510/05-02W","черный/розовый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857517-01-01W.jpg","/ss-2015/keddo/857517-01-01W.jpg","/ss-2015/keddo/857517-01-01W.jpg","857517/01-01W","черный","резина","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857518-01-03W.jpg","/ss-2015/keddo/857518-01-03W.jpg","/ss-2015/keddo/857518-01-03W.jpg","857518/01-03W","черный","резина","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857518-02-03W.jpg","/ss-2015/keddo/857518-02-03W.jpg","/ss-2015/keddo/857518-02-03W.jpg","857518/02-03W","черный","резина","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857531-03-12W.jpg","/ss-2015/keddo/857531-03-12W.jpg","/ss-2015/keddo/857531-03-12W.jpg","857531/03-12W","черный","ПВХ(поливинилхлорид)","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857532-01-02W.jpg","/ss-2015/keddo/857532-01-02W.jpg","/ss-2015/keddo/857532-01-02W.jpg","857532/01-02W","черный/фуксия","ПВХ(поливинилхлорид)","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857532-01-11W.jpg","/ss-2015/keddo/857532-01-11W.jpg","/ss-2015/keddo/857532-01-11W.jpg","857532/01-11W","т.синий/фуксия","ПВХ(поливинилхлорид)","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857535-01-12W.jpg","/ss-2015/keddo/857535-01-12W.jpg","/ss-2015/keddo/857535-01-12W.jpg","857535/01-12W","черный","ПВХ(поливинилхлорид)","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857535-11-01W.jpg","/ss-2015/keddo/857535-11-01W.jpg","/ss-2015/keddo/857535-11-01W.jpg","857535/11-01W","черный/синий","ПВХ(поливинилхлорид)","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857536-01-12W.jpg","/ss-2015/keddo/857536-01-12W.jpg","/ss-2015/keddo/857536-01-12W.jpg","857536/01-12W","черный","ПВХ(поливинилхлорид)","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857537-01-12W.jpg","/ss-2015/keddo/857537-01-12W.jpg","/ss-2015/keddo/857537-01-12W.jpg","857537/01-12W","черный","ПВХ(поливинилхлорид)","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857537-01-16W.jpg","/ss-2015/keddo/857537-01-16W.jpg","/ss-2015/keddo/857537-01-16W.jpg","857537/01-16W","бежевый/черный","ПВХ(поливинилхлорид)","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857537-26-02W.jpg","/ss-2015/keddo/857537-26-02W.jpg","/ss-2015/keddo/857537-26-02W.jpg","857537/26-02W","черный","ПВХ(поливинилхлорид)","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857556-22-01W.jpg","/ss-2015/keddo/857556-22-01W.jpg","/ss-2015/keddo/857556-22-01W.jpg","857556/22-01W","розовый/серый","ПВХ(поливинилхлорид)","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","сапоги",1
"/ss-2015/keddo/857557-01-12W.jpg","/ss-2015/keddo/857557-01-12W.jpg","/ss-2015/keddo/857557-01-12W.jpg","857557/01-12W","черный","ПВХ(поливинилхлорид)","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","сапоги",1
"/ss-2015/keddo/857557-11-02W.jpg","/ss-2015/keddo/857557-11-02W.jpg","/ss-2015/keddo/857557-11-02W.jpg","857557/11-02W","серый/синий","ПВХ(поливинилхлорид)","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857557-11-05W.jpg","/ss-2015/keddo/857557-11-05W.jpg","/ss-2015/keddo/857557-11-05W.jpg","857557/11-05W","черный/розовый","ПВХ(поливинилхлорид)","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857558-01-19W.jpg","/ss-2015/keddo/857558-01-19W.jpg","/ss-2015/keddo/857558-01-19W.jpg","857558/01-19W","черный/фуксия","ПВХ(поливинилхлорид)","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857558-01-20W.jpg","/ss-2015/keddo/857558-01-20W.jpg","/ss-2015/keddo/857558-01-20W.jpg","857558/01-20W","черный/белый","ПВХ(поливинилхлорид)","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857558-01-22W.jpg","/ss-2015/keddo/857558-01-22W.jpg","/ss-2015/keddo/857558-01-22W.jpg","857558/01-22W","синий/белый","ПВХ(поливинилхлорид)","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857558-22-01W.jpg","/ss-2015/keddo/857558-22-01W.jpg","/ss-2015/keddo/857558-22-01W.jpg","857558/22-01W","розовый","ПВХ(поливинилхлорид)","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857558-27-01W.jpg","/ss-2015/keddo/857558-27-01W.jpg","/ss-2015/keddo/857558-27-01W.jpg","857558/27-01W","черный/розовый","ПВХ(поливинилхлорид)","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857569-01-01W.jpg","/ss-2015/keddo/857569-01-01W.jpg","/ss-2015/keddo/857569-01-01W.jpg","857569/01-01W","черный/серебряный","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","сапоги",1
"/ss-2015/keddo/857569-06-01W.jpg","/ss-2015/keddo/857569-06-01W.jpg","/ss-2015/keddo/857569-06-01W.jpg","857569/06-01W","серый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","сапоги",1
"/ss-2015/keddo/857569-08-01W.jpg","/ss-2015/keddo/857569-08-01W.jpg","/ss-2015/keddo/857569-08-01W.jpg","857569/08-01W","фиолетовый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","сапоги",1
"/ss-2015/keddo/857569-09-01W.jpg","/ss-2015/keddo/857569-09-01W.jpg","/ss-2015/keddo/857569-09-01W.jpg","857569/09-01W","серый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","сапоги",1
"/ss-2015/keddo/857570-01-01W.jpg","/ss-2015/keddo/857570-01-01W.jpg","/ss-2015/keddo/857570-01-01W.jpg","857570/01-01W","черный/серебряный","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857570-06-01W.jpg","/ss-2015/keddo/857570-06-01W.jpg","/ss-2015/keddo/857570-06-01W.jpg","857570/06-01W","серый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857570-07-01W.jpg","/ss-2015/keddo/857570-07-01W.jpg","/ss-2015/keddo/857570-07-01W.jpg","857570/07-01W","черный/коричневый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857570-08-01W.jpg","/ss-2015/keddo/857570-08-01W.jpg","/ss-2015/keddo/857570-08-01W.jpg","857570/08-01W","фиолетовый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857570-09-01W.jpg","/ss-2015/keddo/857570-09-01W.jpg","/ss-2015/keddo/857570-09-01W.jpg","857570/09-01W","серый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857572-02-01W.jpg","/ss-2015/keddo/857572-02-01W.jpg","/ss-2015/keddo/857572-02-01W.jpg","857572/02-01W","серый/голубой","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","сапоги",1
"/ss-2015/keddo/857575-01-01W.jpg","/ss-2015/keddo/857575-01-01W.jpg","/ss-2015/keddo/857575-01-01W.jpg","857575/01-01W","красный/оранжевый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857575-02-01W.jpg","/ss-2015/keddo/857575-02-01W.jpg","/ss-2015/keddo/857575-02-01W.jpg","857575/02-01W","серый/голубой","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857577-01-01W.jpg","/ss-2015/keddo/857577-01-01W.jpg","/ss-2015/keddo/857577-01-01W.jpg","857577/01-01W","красный/оранжевый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857581-22-01W.jpg","/ss-2015/keddo/857581-22-01W.jpg","/ss-2015/keddo/857581-22-01W.jpg","857581/22-01W","розовый/серый","ПВХ(поливинилхлорид)","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857582-01-01M.jpg","/ss-2015/keddo/857582-01-01M.jpg","/ss-2015/keddo/857582-01-01M.jpg","857582/01-01M","черный","ПВХ","ворсин","40-44(1-2-2-2-1)","ворсин","мужские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857582-01-02M.jpg","/ss-2015/keddo/857582-01-02M.jpg","/ss-2015/keddo/857582-01-02M.jpg","857582/01-02M","коричневый","ПВХ","ворсин","40-44(1-2-2-2-1)","ворсин","мужские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857583-01-01W.jpg","/ss-2015/keddo/857583-01-01W.jpg","/ss-2015/keddo/857583-01-01W.jpg","857583/01-01W","черный","ПВХ","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","сапоги",1
"/ss-2015/keddo/857588-01-01W.jpg","/ss-2015/keddo/857588-01-01W.jpg","/ss-2015/keddo/857588-01-01W.jpg","857588/01-01W","черный","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","сапоги",1
"/ss-2015/keddo/857588-02-01W.jpg","/ss-2015/keddo/857588-02-01W.jpg","/ss-2015/keddo/857588-02-01W.jpg","857588/02-01W","черный","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857589-01-01W.jpg","/ss-2015/keddo/857589-01-01W.jpg","/ss-2015/keddo/857589-01-01W.jpg","857589/01-01W","черный","ПВХ","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857589-01-02W.jpg","/ss-2015/keddo/857589-01-02W.jpg","/ss-2015/keddo/857589-01-02W.jpg","857589/01-02W","св.серый","ПВХ","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857590-01-01W.jpg","/ss-2015/keddo/857590-01-01W.jpg","/ss-2015/keddo/857590-01-01W.jpg","857590/01-01W","черный/коричневый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857590-01-02W.jpg","/ss-2015/keddo/857590-01-02W.jpg","/ss-2015/keddo/857590-01-02W.jpg","857590/01-02W","черный/серый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857590-01-03W.jpg","/ss-2015/keddo/857590-01-03W.jpg","/ss-2015/keddo/857590-01-03W.jpg","857590/01-03W","красный/фиолетовый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857590-01-08W.jpg","/ss-2015/keddo/857590-01-08W.jpg","/ss-2015/keddo/857590-01-08W.jpg","857590/01-08W","серый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857590-01-09W.jpg","/ss-2015/keddo/857590-01-09W.jpg","/ss-2015/keddo/857590-01-09W.jpg","857590/01-09W","голубой/фиолетовый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857590-01-12W.jpg","/ss-2015/keddo/857590-01-12W.jpg","/ss-2015/keddo/857590-01-12W.jpg","857590/01-12W","синий/желтый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857590-02-01W.jpg","/ss-2015/keddo/857590-02-01W.jpg","/ss-2015/keddo/857590-02-01W.jpg","857590/02-01W","белый/черный","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857590-03-05W.jpg","/ss-2015/keddo/857590-03-05W.jpg","/ss-2015/keddo/857590-03-05W.jpg","857590/03-05W","золотой","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857591-02-01W.jpg","/ss-2015/keddo/857591-02-01W.jpg","/ss-2015/keddo/857591-02-01W.jpg","857591/02-01W","коричневый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857591-02-02W.jpg","/ss-2015/keddo/857591-02-02W.jpg","/ss-2015/keddo/857591-02-02W.jpg","857591/02-02W","серый","резина","ворсин","36-40(1-2-2-2-1)","ворсин","женские","весна",2014,"KEDDO","полусапоги",1
"/ss-2015/keddo/857108-03-02W.jpg","/ss-2015/keddo/857108-03-02W.jpg","/ss-2015/keddo/857108-03-02W.jpg","857108/03-02W","синий","текстиль","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857119-01-01W.jpg","/ss-2015/keddo/857119-01-01W.jpg","/ss-2015/keddo/857119-01-01W.jpg","857119/01-01W","розовый","текстиль","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","туфли закрытые",1
"/ss-2015/keddo/857119-01-02W.jpg","/ss-2015/keddo/857119-01-02W.jpg","/ss-2015/keddo/857119-01-02W.jpg","857119/01-02W","зеленый","текстиль","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","туфли закрытые",1
"/ss-2015/keddo/857132-01-02W.jpg","/ss-2015/keddo/857132-01-02W.jpg","/ss-2015/keddo/857132-01-02W.jpg","857132/01-02W","св.зеленый","текстиль","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","полуботинки",1
"/ss-2015/keddo/857132-01-05W.jpg","/ss-2015/keddo/857132-01-05W.jpg","/ss-2015/keddo/857132-01-05W.jpg","857132/01-05W","розовый","текстиль","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","полуботинки",1
"/ss-2015/keddo/857132-01-06W.jpg","/ss-2015/keddo/857132-01-06W.jpg","/ss-2015/keddo/857132-01-06W.jpg","857132/01-06W","оранжевый","текстиль","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","полуботинки",1
"/ss-2015/keddo/857183-01-01W.jpg","/ss-2015/keddo/857183-01-01W.jpg","/ss-2015/keddo/857183-01-01W.jpg","857183/01-01W","черный","текстиль","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","полуботинки",1
"/ss-2015/keddo/857183-01-05W.jpg","/ss-2015/keddo/857183-01-05W.jpg","/ss-2015/keddo/857183-01-05W.jpg","857183/01-05W","т.синий","текстиль","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","полуботинки",1
"/ss-2015/keddo/857183-01-07W.jpg","/ss-2015/keddo/857183-01-07W.jpg","/ss-2015/keddo/857183-01-07W.jpg","857183/01-07W","бежевый","текстиль","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","полуботинки",1
"/ss-2015/keddo/857183-01-08W.jpg","/ss-2015/keddo/857183-01-08W.jpg","/ss-2015/keddo/857183-01-08W.jpg","857183/01-08W","голубой","текстиль","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","полуботинки",1
"/ss-2015/keddo/857198-05-03W.jpg","/ss-2015/keddo/857198-05-03W.jpg","/ss-2015/keddo/857198-05-03W.jpg","857198/05-03W","синий","текстиль","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857198-05-06W.jpg","/ss-2015/keddo/857198-05-06W.jpg","/ss-2015/keddo/857198-05-06W.jpg","857198/05-06W","белый","текстиль","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857215-01-03W.jpg","/ss-2015/keddo/857215-01-03W.jpg","/ss-2015/keddo/857215-01-03W.jpg","857215/01-03W","синий/фуксия","текстиль/иск.кожа","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","ботинки",1
"/ss-2015/keddo/857215-02-01W.jpg","/ss-2015/keddo/857215-02-01W.jpg","/ss-2015/keddo/857215-02-01W.jpg","857215/02-01W","розовый","текстиль/иск.кожа","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","полуботинки",1
"/ss-2015/keddo/857215-02-02W.jpg","/ss-2015/keddo/857215-02-02W.jpg","/ss-2015/keddo/857215-02-02W.jpg","857215/02-02W","синий","текстиль/иск.кожа","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","полуботинки",1
"/ss-2015/keddo/857215-02-03W.jpg","/ss-2015/keddo/857215-02-03W.jpg","/ss-2015/keddo/857215-02-03W.jpg","857215/02-03W","синий/фуксия","текстиль/иск.кожа","текстиль","36-40(1-2-2-2-1)","текстиль","женские","весна",2014,"KEDDO","полуботинки",1
"/ss-2015/keddo/857217-01-02W.jpg","/ss-2015/keddo/857217-01-02W.jpg","/ss-2015/keddo/857217-01-02W.jpg","857217/01-02W","синий","текстиль","текстиль","36-40(1-2-2-2-1)","нат.кожа","женские","весна",2014,"KEDDO","полуботинки",1
"/ss-2015/keddo/857217-01-03W.jpg","/ss-2015/keddo/857217-01-03W.jpg","/ss-2015/keddo/857217-01-03W.jpg","857217/01-03W","голубой","текстиль","текстиль","36-40(1-2-2-2-1)","нат.кожа","женские","весна",2014,"KEDDO","полуботинки",1
"/ss-2015/keddo/857217-01-08W.jpg","/ss-2015/keddo/857217-01-08W.jpg","/ss-2015/keddo/857217-01-08W.jpg","857217/01-08W","оранжевый","текстиль","текстиль","36-40(1-2-2-2-1)","нат.кожа","женские","весна",2014,"KEDDO","полуботинки",1
"/ss-2015/keddo/857217-05-02W.jpg","/ss-2015/keddo/857217-05-02W.jpg","/ss-2015/keddo/857217-05-02W.jpg","857217/05-02W","голубой","текстиль","текстиль","36-40(1-2-2-2-1)","нат.кожа","женские","весна",2014,"KEDDO","полуботинки",1
"/ss-2015/keddo/857217-05-03W.jpg","/ss-2015/keddo/857217-05-03W.jpg","/ss-2015/keddo/857217-05-03W.jpg","857217/05-03W","красный","текстиль","текстиль","36-40(1-2-2-2-1)","нат.кожа","женские","весна",2014,"KEDDO","полуботинки",1
"/ss-2015/keddo/857217-05-05W.jpg","/ss-2015/keddo/857217-05-05W.jpg","/ss-2015/keddo/857217-05-05W.jpg","857217/05-05W","голубой","текстиль","текстиль","36-40(1-2-2-2-1)","нат.кожа","женские","весна",2014,"KEDDO","полуботинки",1
"/ss-2015/keddo/857217-10-01W.jpg","/ss-2015/keddo/857217-10-01W.jpg","/ss-2015/keddo/857217-10-01W.jpg","857217/10-01W","синий","текстиль","текстиль","36-40(1-2-2-2-1)","нат.кожа","женские","весна",2014,"KEDDO","полуботинки",1
"/ss-2015/keddo/857217-10-02W.jpg","/ss-2015/keddo/857217-10-02W.jpg","/ss-2015/keddo/857217-10-02W.jpg","857217/10-02W","голубой","текстиль","текстиль","36-40(1-2-2-2-1)","нат.кожа","женские","весна",2014,"KEDDO","полуботинки",1
"/ss-2015/keddo/857217-10-03W.jpg","/ss-2015/keddo/857217-10-03W.jpg","/ss-2015/keddo/857217-10-03W.jpg","857217/10-03W","красный","текстиль","текстиль","36-40(1-2-2-2-1)","нат.кожа","женские","весна",2014,"KEDDO","полуботинки",1
